clade_name	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Mucispirillum_schaedleri	0.28235	0.26191	0.05215	0.6225	0.14716	0.50264	2.0508	1.05318	0.24085	8.92487	0.01879	11.15808	24.70002	24.69958	13.60733	2.7846	0.0279	5.60296	4.51257	0.2413	0.342	6.91708	0.46571	3.66091	0.643	1.72025	0.04336	0	0.01888	0	0.04832	1.55463	0.03292	0.01181	1.08444	16.55279	0.04526	6.23306	0.08888	0.06497	0.36732	0	13.14932	0.55857	0.00951	6.05001	0.47258	0.0025	4.56645	0	0.06697	0	1.00906	15.52083	1.52764	0.04705	0	1.46256	0.01423	2.43494	0.56329	14.72402	8.32082	0.00103	15.95731	0.12756	3.61742	3.7037	9.76163	3.60967	0.0023	0.0007	0	0	0	0.80875	0.01183	0.35014	0.03663	0.33377	0	0	0.00921	2.24161	0.35439	0.8206	3.59161	0.0088	0.40781	0.298	0.72507	3.85234	0.20828	0.21618	0.21238	0	5.3051	3.37898	0	2.09338	0.62156	0.00121	1.7201	0.00709	0.00113	0.08238	0.04815	0	0	0	0.20557	0	0.24929	0.32919	0.05156	3.48386	0	0.56119	3.64836	0.05127	2.02073	1.30873	0.11633	3.35835	3.42481	6.6529	5.1543	17.78499	6.18161	0	1.99292	6.60076	0.25308	2.11263	0.06355	0.43557	23.87279	10.71737	15.76217	0.05469	1.86235	0.06553	2.36345	7.5965	0.0357	9.85991	0.00163	0.04643	0.79891	0.8683	1.60648	0	0.0016	0	1.39279	0	0	0.21447	0	0	0	0	0	0.00857	0	15.70753	1.66216	2.41809	5.71248	1.36096	1.26488	43.81354	7.77654	1.84303	3.52792	1.4831	3.15033	0.74772	0.26952
Anoxybacillus_pushchinoensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus_halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0.00931	0	0.00119	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0	0	0	0	0	0.03003	0	0	0	0.00889	0	0	0	0	0	0	0.00278	0	0	0	0	0	0.02619	0	0	0.00092	0	0	0	0.02088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01223	0	0	0	0	0	0.00363	0	0.00175	0	0	0	0.01276	0	0	0.00648	0	0	0	0	0.00299	0	0	0.01239	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0.00578	0	0	0	0	0.01077	0.03649	0	0	0	0	0	0.01185	0	0	0	0	0	0	0	0	0	0	0	0	0.03053	0	0	0	0	0.00574	0	0	0	0.02889
Staphylococcus_lentus	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0.00197	0	0	0	0	0	0.03071	0	0	0	0	0	0.0032	0	0.21996	0	0	0.00227	0	0	0.00627	0	0	0	0.01155	0.00097	0	1.72902	0	0	0	0.50971	0	0.54602	0	0	0	0	0.01492	0	0	0	0	0	0.03391	0	0	0.00393	0	0	0	0.00995	0	0	0	0	0	0	0	0	0.00225	0	0	0	0.05726	0.12011	0	0	0	0	0	0	0	0	0	0.00572	0	0	0	0.00308	0	0	0	0	0	0	0	0	0	0.16005	0	0	0	0.01882	0	0.50458	0	0	0.00699	0	0	0	0	0	0	0	0.03271	0	0.06244	0	0	0	0	0	0.0243	0	0	0	0	0	0	0	0.00688	0	0	0	0.11744	0	0	0.22793	0	0	0.0721	0	0.69397	0	0	0	0	0	0	0.00163	0	0	0	0	0	0	0	0	0	0	0	0	1.23484	0	0.14106	0	0	0.0184	0	0.00593	0	0.73532
Staphylococcus_nepalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_saprophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00546	0	0	0	0.00145	0	0	0	0	0.00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_sciuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309	0.00871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12161	0	0	0	0.06348	0	0.05807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08317	0	0	0	0.00367	0	0	0	0	0.01439	0	0	0	0	0	0	0	0	0	0.0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0	0.02804	0	0	0.00178	0	0.27495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59671	0	0.03768	0	0	0	0	0	0	0.23842
Aerococcus_urinaeequi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00247	0	0	0	0	0	0	0	0	0
Globicatella_sanguinis	0.00664	0.0227	0.00769	0.00256	0	0	0	0.07975	0	0	0.00935	0	0	0	0	0	0.02533	0	0	0.00263	0	0	0.00044	0	0.00184	0.01124	0.03698	0	0.01524	0	0.01913	0	0	0.00756	0	0	0.00933	0	0	0	0	0.02102	0	0	0.00378	0	0	0.01587	0	0.00645	0	0.00477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globicatella_sulfidifaciens	0.00046	0.00611	0.00105	0	0	0	0	0.02271	0	0	0	0	0	0	0	0	0.00372	0	0	0	0	0	0	0	0	0.00046	0.01033	0	0	0	0.00374	0	0	0.00045	0	0	0.00469	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_durans	0	0	0	0	0	0	0	0.01105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217	0.00506	0	0	0	0	0	0	0	0	0.01722	0	0	0	0	0	0	0.00157	0	0	0.02308	0	0	0.02333	0	0.00671	0	0	0	0	0	0	0	0	0	0.2234	0.00795	0.03679	0.00053	0.20763	0.19364	0	0.0042	0	0	0.22528	0	0.34618	0	0.01016	0.02208	0	0	0	0	0.03133	0	0	0	0	0.12574	0	0	0	0	0.00344	0.0432	0.3631	0	0	0.0239	0	0	0.05889	0.13309	0.30436	0	0.00288	0	0.30358	0	0	0	0	0	0	0	0.15766	0	0.01074	0	0.0369	0	0.48307	0	0.05474	0.11587	0	0.23535	0	0	0.02869	0.08202	0.05838	2.00837	0	0	0.00053	0.00485	0.01858	0.00275	0.00493	0.00178	0	1.5376	1.03747	0	0.30659	0.83163	0.26613	0	0	0.06292	0	0.01805	0.02503	0	0	0	0	0.01139	0	0.03409	0	0	0	0.11058	0	0.12595	0.03115	0.12776	0.01517	0	0.00992	0.02604	0	0.01073	0	0	0	0.54159	0.00719	0.12134	0	0	0	0	0	0	0	0	0.48069
Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_gallinarum	0	0	0	0	0	0.00191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36269	0	0	0	0	0	0	0	0	0	0	0	0	0.00107	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01584	0	0	0	0.03295	0	0	0	0.04737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04473	0	0	0	0.01324	0	0.00916	0	0	0	0	0	0	0	0	0	0.00426	0	0	0	0	0	0.39205	0	0	0	0	0	0.09314	0	0	0	0	0	0.13263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04591	0	0	0	0	0	0	0	0.01634
Lactobacillus_delbrueckii	0.10301	0.21697	0.203	0.06761	0	0	0	0.80938	0	0	0.13779	0	0	0	0	0	0.44387	0	0	0.09707	0	0	0.03134	0	0.0818	0.16117	0.59699	0	0.33208	0	0.06265	0	0	0.06122	0	0	0.23984	0	0	0	0	0.31693	0	0	0.04223	0	0	0.25342	0	0.06802	0	0.09556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum	0	0.00659	0.00452	0.00064	0	0	0	0.01897	0	0	0	0	0	0	0	0	0.00852	0	0	0.00134	0	0	0.00163	0	0	0.00675	0.03131	0	0.0123	0	0.00065	0	0	0	0	0	0.00512	0	0	0	0	0.01093	0	0	0	0	0	0.0043	0	0.00381	0	0.00677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_helveticus	0.16275	0.58504	0.44319	0.11388	0	0	0	1.31818	0	0	0.20895	0	0	0	0	0	0.70566	0	0	0.14046	0	0	0.03939	0	0.10693	0.28181	0.9255	0	0.44122	0	0.2016	0	0	0.09853	0	0	0.58836	0	0	0	0	0.45778	0	0	0.10035	0	0	0.62897	0	0.0929	0	0.10398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25003	0.00467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0964	0	0	0	0	0	0	0	0.00378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26887	0.07606	0	0.15786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01405	0	0	0	0	0	0	0	0	0.01152
Lactobacillus_johnsonii	0.10713	0.02308	0.11207	0.04719	1.17404	0.63117	9.45233	0.69157	1.08915	0.24729	0.25645	1.06671	0.29972	0.29972	0.10366	14.72548	0.00349	0.49468	6.83441	0.14057	0.37629	6.85374	0	2.29646	0.40654	0.0856	0.78758	0.5736	0.48945	1.96871	0.20179	0	5.01074	0.24059	0	1.61259	1.39713	0	0	0	0	0.66882	3.34105	0.47049	0	0.0451	5.7389	0.07868	15.87066	0.0958	0	1.08475	0.8499	0.01713	1.94464	3.2358	23.82147	6.21627	8.0445	2.42363	2.72188	0.00622	0.54469	4.80105	0.63288	20.99692	10.44974	0.11662	10.36521	5.7269	4.23007	0.63818	0.31414	0	0.01527	1.80295	4.51917	1.25033	7.20511	1.34566	7.32668	31.78377	0.1465	0	0	1.52408	0.48831	0.18369	1.00252	0.47284	0	2.75077	0	1.89782	0.00112	1.60869	2.85356	3.11206	0.6589	2.18922	5.62684	0.69092	0.89908	1.32263	4.17974	0	0.43479	0	4.59789	0	0	0.66393	0.99702	0.89959	0.00981	3.20255	4.72392	0.4547	1.30151	2.73248	0.00308	3.20877	0.64779	0.67948	0.74065	0	0.03061	0	0.18225	0.82995	0	0.6826	0	0.25841	3.298	6.31086	0.22894	0.91289	0.14113	2.40535	0	1.12225	0	0	4.49058	0.87496	0.13213	1.06317	0.18856	5.59392	5.20856	1.12715	12.41171	3.44482	5.20585	0.0722	1.09893	0.16494	3.79488	2.99225	3.00902	5.41686	0.65474	0.08123	0.48752	4.44689	6.14839	10.48646	0	6.05644	2.04679	3.49111	0.52536	1.36294	9.88267	0.18006	3.3407	1.84906	1.58714
Lactobacillus_kefiranofaciens	0	0.01558	0.01221	0.00093	0	0	0	0.05451	0	0	0	0	0	0	0	0	0.01937	0	0	0	0	0	0	0	0	0.00893	0.02632	0	0.00991	0	0	0	0	0	0	0	0.00255	0	0	0	0	0.01159	0	0	0	0	0	0.00638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_kefiri	0.0022	0.01834	0.01121	0.00545	0	0	0	0.08171	0	0	0.00463	0	0	0	0	0	0.03254	0	0	0.00075	0	0	0	0	0.00075	0.0192	0.02881	0	0.02906	0	0.00076	0	0	0.00254	0	0	0.01098	0	0	0	0	0.02242	0	0	0	0	0	0.01507	0	0.00516	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_murinus	0.11252	0.14056	0.20677	0.071	0.34964	0.25998	0.3883	1.09645	2.79741	0.11444	0.23493	0.59237	0.01249	0.01249	0.32644	0.42447	0.4164	3.62885	4.83149	0.2716	2.81646	0.26504	0.04388	2.96224	0.17116	0.40653	1.7011	0.15996	1.36141	1.38984	0.15917	0.52426	0.2138	0.14766	1.74111	0.17093	0.87368	23.13162	15.63497	1.00196	13.44515	0.48164	5.52539	0.2163	0.07507	0.08369	0.40062	0.68853	0.89472	0.15699	0.05359	0.31718	0.06245	0.0327	11.21281	36.33601	24.46419	0.15395	0.40726	1.62315	0.11897	41.44754	0.06894	0.15812	0.06145	1.67487	1.30476	0.1018	0.11683	2.38903	0.07372	0.48507	0.01917	0.24181	1.51386	0.09058	0.11202	0.04991	0.07316	0.0264	0.1524	0.216	0.11814	0.01115	0.02241	1.00235	0.54871	0.27784	1.1908	0.28511	2.9033	0.03508	3.85749	0.08264	0.18144	0.05187	0.03577	0.02862	0.58129	0.06333	0.17244	0.05012	0.20075	0.43047	0.85282	0.40287	0.30396	0.0679	1.50443	0	3.8846	0.16878	0.00454	0.24595	0.10844	0.05063	0.09454	0.77581	0.2847	1.04408	0.94475	0.37551	0.25009	0.00795	0.01194	1.70672	3.4845	0.19779	0.10649	0.19336	5.35115	0.07984	0.3723	0.34748	0.35986	0.32809	0.0091	3.13525	0.52972	0.06449	0.70296	0.24931	2.1527	0.67292	3.9566	1.53516	0.23532	0.20681	0.64753	1.02827	0.17987	0.07053	0.42648	0.15059	0.42646	0.00468	0.17736	0.13065	0.16994	0.14995	0.22675	0.10073	0.11068	0.00925	0.09834	0.87871	0.10385	0.11924	0.07931	1.40242	0.20299	0.28445	0.02775	0.1069	0.94255	0.09305	0.25154	0.93967	0.64925
Lactobacillus_reuteri	0.00059	0	0	0	0	0	0	0.03566	0	0.09624	0.00269	0	0	0	0	0	0	0.42003	0.13782	0	0	0	0	0.87003	0.0369	0.01217	0.0561	0.13465	0.12249	0.1482	0.00535	0.07504	1.17315	0.03027	0	0.5446	0.13047	0	0	0.08202	0	0.07649	0.84521	0.0355	0	0	1.63813	0	3.14663	0.00821	0.01764	0.10661	0.39374	0.0371	0.10138	0.00886	0.263	1.19286	0	0.48726	0	0	0.16939	0	0.42735	0	2.50995	0.04981	0	0	0.48421	0	0.08431	0	0	0.79063	0.28898	0.28086	0	0.33581	0.98037	1.89329	0.00702	0	0	0.10802	0.01595	0.01385	0.05691	0	0.014	0.36614	0	0	0	0	0.33879	0	0.11454	0.04203	0.10157	0	0.08002	0.16119	0.07032	0	0.04916	0	0.15499	0	0.04289	0	0.16567	0.16113	0	0.28983	1.20287	0	0.07323	0.35712	0	0	0	0.15406	0.01746	0	0	0	0.05733	0.14286	0	0	0	0	0.29204	0.83214	0.01169	0	0.012	0.97951	0	0.25316	0	0	0	0	0.04582	0.25481	0	0.80788	0.59362	0	0	0.86884	0	0.01273	1.14361	0.16225	0	0.55675	0	0	0.0398	0	0.07442	1.20322	0	0	0	1.02642	0.62023	0	0	0	1.28121	0	0.4454	0.61499	0.60612
Lactobacillus_taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03702	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
