clade_name	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Dubosiella_newyorkensis	0.59825	0.33993	0.76609	0.2515	6.5775	3.28659	10.48064	0.48174	0.2463	0	0.2231	0.08036	9.09739	9.09734	0.09867	8.91289	0.93078	0	2.42205	0.04414	0	1.01706	0.04078	2.43196	1.70103	0.71579	0.86279	1.89423	2.8231	4.31065	0	0	3.91877	0	0	2.66212	0.05317	6.8534	10.64705	0.79905	7.04942	0	3.33722	4.89335	0	5.20805	5.81709	0	2.70638	0.35326	0.00415	1.50913	1.09075	0.01258	1.07833	1.26431	0.95527	0.4177	0.22778	0.27077	0.55966	0.77461	4.99231	1.46964	1.84616	0	0.28364	0.07801	0	0	1.48694	0.75213	0.1864	0.36863	0.89879	4.35964	0	0	6.78339	1.85959	2.91461	0	1.28919	0.23701	0	10.43465	12.49658	1.97855	21.98315	1.4588	0	2.1061	0.00436	0.02221	0.82532	3.83622	14.47481	1.37672	6.61176	0.4307	0.58728	0.70005	9.26868	7.21276	26.07875	13.68604	1.67506	2.2637	13.09576	2.61032	0.02626	0.72384	0.10517	0.69543	4.33214	3.54171	1.90596	0	3.17907	2.07521	2.26135	8.50954	0.60792	6.29276	2.07613	4.52317	6.515	10.24418	1.19243	6.48415	0.0205	1.2419	0.96276	0	2.83828	1.15616	0.03934	1.68031	0	0.00866	3.79576	5.95661	4.59154	1.89457	5.05532	4.63195	2.67489	5.21285	2.73685	0	5.69789	0	0.01677	24.66374	0	1.99929	3.87608	0.27841	0	1.31819	0	0	2.29815	0	1.90288	0	0	0	0.20363	0.00278	0	0	0	0	0	0	0.87914	0	0
Clostridium_cocleatum	0.25271	0.2467	0.50041	0.07488	0.10548	0.42863	0.01464	0.33227	0.01109	0.02198	0.16638	0.02888	0.00057	0.00057	0.03773	0.01788	0.32627	0.07384	0.00237	0.70084	0.42715	0.00493	0.09215	0.14835	0.19747	0.25786	4.79189	1.23623	0.61655	0.1165	0.03176	0.17115	0.05263	0.08547	0.27871	0.1207	0.03576	0.09961	0.18553	0.25571	0.28251	0.19309	0.14478	0.23706	0.17444	0.10889	0.04214	0.48121	0.13139	0.25185	0.19266	0.35903	0.3801	0.03575	0.13725	0.08432	0.09009	0.54382	0.33473	0.0306	0.07129	0.01407	0.52456	0.03194	0.15984	0.13356	0.0326	0.00109	0.18736	0.2863	0.02408	0.59445	1.57051	0.13838	0.29239	0.26365	0.13155	0.2417	0.05834	0.26684	0.09569	0.22542	0.01958	0.00161	2.21726	0.06382	0.0641	0.03911	0.10186	0.15845	0.76558	1.09453	0.35829	0.13001	0.26112	0.06242	0.18122	0.20958	0.05634	0.16898	0.59902	0.22044	0.04931	0.06283	0.75896	0.04691	0.2008	0.07396	1.2007	0.03444	2.00878	0.5068	0	0.0181	0.25855	0.04704	0.002	0.08298	0.01113	0.09138	0	0.06979	0.04933	0.24413	0.55189	0.03121	0.12265	0.14231	0.00348	0.77888	0.14135	1.1313	0	0.20652	0.14796	0.0295	0.00187	0.38333	0.08423	1.62287	0.10358	0.111	0.50346	0.05861	0.16176	0.14151	0.17117	0.12976	0.26447	0.49112	0.17526	0.05144	0.08234	0.01495	0.0517	0	0.01285	0.16798	0.00271	0.09162	0.01012	0.02183	0.05325	0.12864	0.6079	0.21522	0.28243	0.0193	0.18892	1.1088	0.75952	0.01752	0.00616	0.00982	0.10078	0.18631	0.29271	0.00576	0.55604
Clostridium_innocuum	0	0	0	0	0	0	0	0.08093	0	0	0.02588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03584	0	0	0	0	0	0	0	0.03575	0	0	0.05266	0	0	0.17693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelothrix_larvae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibaculum_rodentium	6.90699	3.86938	8.50477	3.10649	21.85563	16.73888	39.4022	1.80548	4.00071	9.45709	0.65975	16.72395	20.20074	20.20063	19.06321	36.42869	0.71194	16.52821	22.33031	0.74634	13.08213	13.30646	0.0891	17.48103	6.21285	0.87559	1.17438	6.44105	3.09494	18.63659	0.54674	14.00154	52.49002	1.23317	8.35003	18.9479	7.87822	8.28553	10.06325	5.95578	7.71573	2.02651	18.66908	6.74785	0.29075	0.41938	43.68348	0.53822	13.06437	0.55672	14.3124	2.50793	46.80761	1.28785	5.59533	4.43122	5.72119	24.96002	24.48091	21.84129	24.31051	2.15885	18.59109	17.12995	14.4762	25.2263	35.33035	2.59042	6.09382	11.57687	9.15337	8.17246	14.66066	7.21316	10.83746	25.97261	9.98587	6.46553	18.04334	13.79579	31.55915	3.10396	6.00687	28.82273	0.1935	3.68801	3.86348	10.22892	6.37638	12.76647	0.02561	22.03839	0.1269	14.12101	45.63929	6.04068	10.33923	41.48625	26.93556	15.54859	20.70518	9.75244	9.68643	8.12937	13.03447	9.53954	20.18489	17.86312	9.57066	12.16214	25.41242	22.824	2.10399	5.45335	9.40449	13.94051	12.92696	34.21082	34.41643	20.50037	10.40179	29.49622	11.81874	13.9027	16.77154	9.52931	11.16188	7.98812	7.62898	17.18058	5.64283	0.61839	2.21635	12.79996	19.54057	11.78003	1.67908	16.13808	26.4208	4.35987	44.71793	20.54219	38.3279	36.05874	38.54674	25.5673	22.10173	20.68234	11.94701	22.48727	11.64124	4.50805	13.86102	12.02533	4.53279	0.53828	35.19465	13.24115	22.53251	14.91014	6.58854	20.40143	4.555	4.62534	3.91597	5.49407	7.83849	4.1508	0.27303	7.13866	7.06262	4.9766	9.22559	14.42516	14.8166	1.78323	0.9432	7.72084	6.6319
Ileibacterium_valens	0.01771	0.03448	0.07838	0.00566	0.01687	0.01889	0.04037	0.18974	0	0.0073	0	0.02726	0.0298	0.0298	0.05663	0.05337	0.02081	0.12964	0.02378	0.01785	0.05441	0.00423	0	0.00858	0.02447	0.01601	0.04269	0.0369	0.1216	0.03707	0.03114	0.00913	0.01149	0.00492	0.00505	0.02353	0.00752	0.0314	0.00394	0.01031	0.013	0.01137	0.11895	0.01416	0	0.02466	0.16274	0.01086	1.32965	0.00616	0.00571	0.00498	0	0	0.26387	0.44822	0.17268	0.08678	0.0285	0.23133	0.04581	0.01177	0.14745	0.00916	0.03051	0.00417	0.3052	0	0.03799	0.0419	0.04031	0.01429	0	0	0.01076	0.01085	0	0	0.00917	3.76413	0.01664	0	0	0.01165	0.00381	0	0.02863	0	0.00407	0	0.00511	0.00521	0.02506	0	0	0.00677	0.01597	0.00534	0.04937	0.01702	0.00358	0.00642	0.03221	0.02274	0.02186	0.05695	0.00429	0	0.00867	0.00752	0	0.00664	0.00533	0.08093	0.04065	0.01679	0.01353	0	0.00513	0.00637	0.00598	0.02429	0.034	0.00783	0.02349	0.44461	0.5004	0.04183	0.01711	0.01088	0.00834	0	0.00495	0	0.00859	0.03863	0	0.05862	0.05641	0.00329	0.11266	0.02007	0.05247	0.07717	0.03439	0.03326	0.02113	0.01457	0.01225	0.05406	0.04442	0.00362	0.00401	0.01992	0	0.00304	0.01777	0.12414	0	0.02476	0.09821	0	0.01237	0.00697	0.02779	0.02515	0	0.04427	0.00528	0.02247	0	1.37013	0.01259	0.00523	0.00997	0.04903	0.01773	0.00606	0
Firmicutes_bacterium_ASF500	0.03607	0.01411	0.0568	0.00555	0.01733	0.00667	0.00637	0.27786	0.00139	0.0382	0.03795	0.03677	0.03089	0.03088	0.0372	0.0144	0.05881	6.93342	0.02369	0.13893	0.03863	0.01621	0.06071	0.00343	0.01822	0.82792	0.07596	0.00715	0.08681	0.07178	0.10193	0.0189	0.00812	0.12165	0.0093	0.02417	0.01663	0.0288	0.01609	0.02091	0.00699	0.13254	0.00946	0.02244	0.04863	0.03087	0.00483	0.09678	0.03165	0.01142	0.00662	0.02337	0.03618	0.00233	0.10417	0.0442	0.10014	0.03142	0.01663	0.259	0.0563	3.35974	0.5763	0.30951	0.08746	0.0182	0.02302	0.00057	0.04516	0.01111	0.05747	0.34851	0.10763	0.02259	0.03093	0.01494	0.00378	0.00235	0.00383	2.22697	0.05741	0.0354	0.00077	0.01847	0.00999	2.65786	0.90745	0.00135	0.30091	0.00189	0.35095	0.00843	0.5862	0.0397	0.01414	0.05026	0.0032	0.01289	0.30749	0.01537	0.0428	0.0714	0.04832	0.0101	0.03987	0.02744	0.01429	0.12102	0.02037	0.02468	0.02024	0.03494	0.00142	0.18503	0.14001	0.00254	0.00385	0.07104	0.00057	0.01142	0.01404	0.02813	0.04325	4.99393	0	3.0289	1.06361	0.58751	0.01537	0.00107	0.08818	0.61242	0.00908	0.03543	0.02569	0.39797	0.00013	0.06782	4.87039	0.0093	0.11096	0.00681	0.01201	0.07522	0.0325	0.01834	1.22362	0.00283	0.02142	0.0105	0.02788	0.00428	0.00645	0.02133	0.01399	0.00584	0.00858	0.00186	0.02279	0.03652	0.23682	0.0052	0.02686	0.09052	0.04609	0.04786	0.00686	0.00287	0.01803	0.07331	0.00621	0.02168	0.03296	0.01599	0.01393	0.00248	0.04633	0.21833	0.01795
Victivallis_vadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquamicrobium_aerolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04618	0	0	0	0.2636	0	0.39945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenalcaligenes_hominis	0	0	0	0	0	0	0.08154	0	0.05879	0.02762	0	0	0	0	0	0.12712	0	0	0.03039	0	0	0.40082	0	0.03741	0	0	0	0.00172	0	0.23025	0	0	0	0	0	0.01626	0	0	0	0	0.00625	0	2.28541	0	0	0.03429	0.38946	0	0.84759	0	0	0	0.27857	0.00529	0	0	0	0	0	0.0492	0	0	0.53518	0	0.01322	0	0.01077	0.01621	0	0	0.0207	0	0.0144	0	0	0.02885	0	0.00133	0	0	0.155	0	0.00394	0	0	0	0	0.0047	0	0	0	0	0	0	0.01609	0	0	0	0	0	0	0	0	0	0.21	0	0.00586	0	0.06395	0	0.12912	0	0	0.25657	0	0	0	0	0.07265	0.00723	0.00929	0.14383	0	0.01701	0	0	0	0	0	0.00405	0	0	0	0	0.01024	0	0	0	0	0	0	0.07367	0	0	0.33877	0	0	0.05813	0	2.21226	0.9442	0	0	0.13411	0	0	0	0.03177	0	0.11077	0	0	0	0	0	0	0	0	0	0.7487	0	1.30365	0	0	0	0	0	0	0.36869
Parasutterella_excrementihominis	0.16944	0.38505	0.01668	0.35271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01237	0	0	0.00577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicimonas_muris	0.01824	0.03069	0.00085	0.02694	22.67361	19.72543	6.59118	0.01183	1.86873	1.455	0.01708	4.91824	3.40252	3.40318	2.17651	6.44389	0.00697	10.3677	2.85705	0	11.10242	0.20628	0.02299	1.6685	0	0	0.00481	13.48806	0	3.92611	0	17.12927	4.24624	0.01933	7.13759	10.24016	0.00935	2.33567	6.46762	0.03072	1.81127	0.00748	1.2804	32.95355	0	9.58946	7.38753	0	4.34131	0.00038	25.00495	0	4.00893	0.20852	2.56045	2.39566	1.52484	3.60686	4.44001	2.21554	7.49251	4.05116	3.70169	10.85401	5.33007	13.43592	2.93872	1.31104	3.18308	9.40751	6.35005	3.30547	4.9103	9.3928	19.56969	21.33541	22.83137	8.97212	18.62412	6.99661	6.91721	9.99628	10.5655	17.03736	3.66589	10.12627	8.8032	12.89735	8.75024	15.12018	0.23831	9.94257	0.40422	4.31113	10.54188	4.15945	4.32078	10.76299	14.23906	21.92765	15.57404	2.27351	8.05583	9.39802	15.14535	10.07425	6.24144	14.51046	7.82582	21.18596	9.73854	4.18778	2.36756	5.73274	11.47642	3.79074	4.24575	12.87154	26.54284	6.71704	4.48931	3.62368	1.03662	5.98463	21.12756	0.84128	1.59986	3.9332	4.77316	22.55115	0.77045	1.64027	0.87863	20.13862	6.02064	12.18102	3.62562	9.75987	1.7344	0.36167	14.11149	21.20937	23.54335	9.23746	14.68007	22.42297	45.51744	22.12959	11.38005	8.99484	11.74009	17.13929	9.91231	3.76936	5.5389	7.61829	9.03417	1.32571	9.6082	1.71559	0.46222	10.31635	11.88816	1.07366	2.27384	0.82378	4.93231	2.31642	1.44216	9.14757	16.62215	1.86136	17.97681	19.67952	2.59381	2.86235	0.49126	18.80507	22.08113
Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrionaceae_bacterium	0.00611	0.00507	0.00053	0.00817	0	0	0.00319	0.0007	0	0	0.00211	0.09662	0.06013	0.06013	0.10422	0.00335	0.00406	0	0.00243	0	0	0.04328	0.00403	0.00065	0.01798	0.0028	0.00155	0.00652	0.00147	0.08517	0.00112	0	0.02151	0	0	0	0.00107	0	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	0.00044	0.0022	0.28197	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0.04317	0	0	0	0	0	0	0	0	0	0	0	0.00949	0	0	0	0	0.00075	0.0291	0.02711	0	0.01865	0	0.00024	0.0005	0	0	0	0	0	0.00051	0.02883	0	0	0	0	0	0.00035	0	0	0	0.00082	0	0	0.00059	0	0.00028	0	0.04027	0.00074	0	0.1916	0.80654	0.00372	0.00014	0	0	2.54961	0	0	0	0	0.00103	0	0.0004	0	0	0.55632	0	0.06003	0	0	0	0	0.00093	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_ganmani	42.25932	49.23552	44.42831	45.52736	0	0	0	3.20547	0	0	7.60263	0	0	0	0	0	1.28616	0	0	7.7279	0	0	2.44784	0	51.19237	6.98811	0.48066	0	4.07088	0	15.74076	0	0	19.46304	0	0	18.64449	0	0	0	0	4.81269	0	0	13.96454	0	0	7.99917	0	0.14019	0	0.35832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_hepaticus	0.88002	3.29135	0.81188	2.62061	0	0	0.0004	0.03888	0	0	0.67531	0	0	0	0	0	0.29523	0	0	1.1391	0	0.00063	0.53216	0	2.34147	0.00465	0	0.00047	0.24273	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00305	0	0	0	0	0.00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_japonicus	0.01256	0.02006	0.0064	0.01054	0	0	5.38709	0	0.68134	0	0.00089	0	0	0	0	5.91465	0.00823	0	4.8807	0.00565	0	18.22801	0.00351	9.18131	0.00763	0	0.00152	31.28333	0.00726	0	0	0	16.3073	0	0	0	0.08059	0	0	10.85855	0	0	0.0261	0	0	0	0.00034	0	0.11291	0	0	0	0.02579	28.48963	0	0	0	0	0	0	0	0	0.01547	0	0.0085	0	0	12.96166	0	0	0.01477	0	0	0	0	0	0	0	0.0154	0	0	0	1.95037	0	0.72712	0	0	2.24134	0	0	2.95983	11.07597	2.75664	0	0	0	3.44554	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	5.2825	4.71679	0	18.0536	6.73138	0	3.06279	14.77392	5.53468	7.79364	49.12324	0.01815	2.44954	0	0	0	9.50948	0.00139	0	7.71398	1.33407	0	6.69761	4.39844	3.71856	0	0	0	0	0.01486	0.04131	0	0.0081	0	0	0.02647	0	0	0.00243	0	0	0.04333	0	0	0.00647	20.49301	0	20.91836	0	0	67.1726	0	14.83659	0	0	0	0	0.6001	0	0	0	0	0.04734	0	9.07707	0	7.2464
Helicobacter_typhlonius	5.58239	10.9479	11.14191	6.77802	0	0	0	2.96037	0	0	7.96801	0	0	0	0	0	11.6231	0	0	42.74689	0	0	22.13522	0	6.30684	45.24816	1.15811	0	1.3583	0	58.86457	0	0	23.61471	0	0	16.90027	0	0	0	0	17.41636	0	0	20.23463	0	0	10.85967	0	0.62374	0	2.41268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0.1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_bugandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04755	0	0	0	0	0	0	0	0	0	0	0	0	0.00315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03511	0	0	0	0	0	0	0	0	0	0	0	0	0.04856	0	0	0	0	0	0	0	0	0.0068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_cloacae_complex	0	0	0	0	0	0	0	0	0.00275	0	0	0	0	0	0	0.01036	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01848	0	0	0	0	0	0	0	0	0	0	0	0	0.01066	0.04593	0	1.51907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	6.67073	0	0.49762	0	0.00715	0	0	0	0	0	0	0	0	0.08911	0	0	0.11985	0	0	0	0	0	0	0	0	0	0.76339	0	0.00367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454	0	0	0	0	0.00951	0	0	0	0	0	0	0	0	0.5468	0	0	0	0	0	0	0	0	0	0	0
