clade_name	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_F_22w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_22w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_14w	C_M_22w	C_M_14w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_22w	C_F_14w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Clostridium_bolteae	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	21482	0	0	0	0	213	0	0	0	0	0	0	0	0	0	11727	9314	0	2653	0	8069	4686	0	0	0	0	0	0	0	0	0	8962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5105	2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	8725	35722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_symbiosum	6452	2807	0	3649	0	1263	0	0	0	0	3408	0	0	0	6988	0	11990	836	4915	6955	12984	4810	7807	571	1678	0	3430	3938	1611	278	43908	1536	2090	0	0	7432	0	4400	4486	10194	0	0	15908	0	36897	1189	3228	3474	102769	10053	3762	2965	5243	5092	4393	10610	0	0	5251	205	912	971201	0	7493	145	0	1632	247552	2275	33817	1883	12993	1715	6570	1675	0	2935	697	5830	3441	11471	13107	2502	1118	8134	0	1391	26266	3553	16599	2916	0	0	0	0	130576	14191	30373	1498	17479	437	46879	3901	6508	0	0	0	1420	0	0	0	0	271	388	1353	0	0	1361	2463	22593	907	16728	21111	0	7178	8200	993	1533	290	0	10470	593	4697	0	129761	4505	3749	2600	0	2445	3646	1366	2380	0	4251	1391
Lachnospiraceae_bacterium_10_1	0	1412	180534	12363	6291953	0	18338	18338	0	245870	0	11478	1268804	0	8148	1009	0	0	733	0	0	148895	0	0	0	547761	399437	3736	0	1283658	47324	4408360	1935057	5263325	590648	2477610	4155784	4386338	93801	2784258	5170263	292971	300189	5659610	18477	3570327	1305551	2111012	12021	263937	6987500	9602	243614	2753115	379879	1690993	100924	1142921	464125	1091617	9734566	10637	707598	18639	741520	576164	2777704	155662	962029	0	4673052	2659888	1486723	4955961	6960739	21699	350970	14354762	4035803	233	0	197398	803815	4067216	125213	94874	0	69838	7927923	458	858	26004	4457984	517288	1628	1100	0	3443	0	0	0	104307	79	0	0	4454	0	0	318	0	0	0	0	0	0	0	0	2174737	3188574	919960	1675165	2309448	12023553	164	3178276	5279342	5212396	4379414	3056147	263618	11981	757814	2434626	2898327	1280	1525655	729189	1524388	483860	5534329	1181977	1964	738076	1044495	1191928	171898
Lachnospiraceae_bacterium_28_4	1579337	2053725	118647	1600273	12252288	216083	4216415	4216415	1628756	200413	299321	9593648	250746	12872388	4400896	32499	257369	125204	5182250	2901	4091	14358904	1749	82787	1708674	13444215	10901	339622	7518397	417	10525	104138	335283	1642692	23831	1228953	14257	4371700	551921	326002	4360830	7172	3835812	11058	13703	2182547	2473057	3112	6025	3039	82627	136929	76273	542	0	156680	726643	2101	46801	60761	5416349	11299	66775	110445	58065	32783	6765	2144318	91679	192327	9018	0	51900	3284490	13624	0	5734	7070	3297	1515702	34058	85089	6845177	784664	152288	0	0	0	4583	4714	11110762	22051	397185	10312239	6225776	3172	6761021	816349	3695	232331	5147413	3899	1806987	21735	641635	2557	15144	388166	24887	25653	193758	118250	673114	776714	274188	1008434	475890	37657	614916	5599296	4017737	3839156	2700111	596	1967	534415	303	7324	53537	1002090	463603	4914973	292976	410234	190	917	3648624	1903629	249890	3736485	4378254	3271112	1160774	8306210	3009018	0
Lachnospiraceae_bacterium_3_1	5518	104966	74110	1034	428745	3176	385159	385159	75178	217922	2170	5717	10771	33448	841	7791	2850	13484	2945	1646	1262	18374	451	7014	3843	907	2684	1390	3450	834	1626	19492	17906	43425	1094	6507	4892	38737	15172	14185	6351	5946	9236	7423	3044	49802	505365	6841	812	48105	63708	6113	3256	6788	1083	6621	14845	7209	8264	1283	3557	0	1027046	75196	1091	73360	3311	91	4046	0	4583	368	57961	3241	2340	5110	8231	19547	573900	3678	911	16212	7120	12893	3319	1800	716	1923	7763	181	17843	3592	2275	5354	1922	0	5631	734	7017	0	5808	0	5741	0	157255	39986	1284	364	1348	808	2590	15663	2183	6360	453	46466	2836	10209	7389	10396	11843	2655	4684	2737	46927	7900	269687	6577	5369	4452	2316	16621	7775	4681	5309	1744	4148	11712	22625	9526	10560	3750	6522	9016	10089	458
Lachnospiraceae_bacterium_3_2	8137	7960	30381	0	25955	7018	10843	10843	10823	75502	10392	62140	5515	6263	439	3162	9517	4108	6180	12757	12946	51174	12264	2594	27732	8355	3977	2104	1953	2649	0	29556	34041	3473	75	26287	12571	121161	17476	2037	67558	1087	24338	16586	0	39629	28054	20642	2406	4871	124481	31797	7084	9774	6704	33772	1569	11088	43492	25368	23963	9519	25937	1255	17989	15361	16810	0	1253	0	5332	12293	8924	40326	8359	34670	25024	37366	162848	30026	1329	21836	8534	166593	27142	26994	5850	71176	29844	1935	14426	9290	0	1206	14671	991	108473	23210	21654	5951	29557	5977	21185	4168	9212	21946	6934	16354	6680	3205	6883	18455	16709	50880	8310	12452	6758	5379	35869	25660	15450	24741	3892	1127	215	13671	0	5654	6720	2144	7647	1347	5667	14788	16998	33817	12978	10604	4376	5689	3111	10469	8124	5404	14387	279182
Lachnospiraceae_bacterium_A2	9748	326	81626	31035	7039	0	7558	7558	1765	115356	928	11170	0	24569	0	0	2736	7280	3560	0	0	4463	0	83	1815	50828	252	0	0	23025	20425	18400	195532	38084	2515	6052	3053	20275	3206	7895	10448	53702	20765	4042	28654	34189	23517	170	332	0	38437	164	10329	23777	0	23309	795	2881	18079	0	379016	2623	4893	12408	0	982	0	0	4741	0	826	3162	1092	13805	971	0	326	37411	11404	5088	0	14104	5284	19246	0	16442	0	163567	17933	0	2033	11270	12892	2500	19403	0	112469	0	0	0	2661	0	7221	0	12520	0	0	3388	467	5966	14508	21686	1678	511	3994	66456	0	16901	0	0	30901	4926	8485	23475	0	6088	7435	1679	9995	0	0	2858	9863	3037	0	250	3522	7008	2333	3288	2285	13702	517	9199	1871	156563
Lachnospiraceae_bacterium_A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32516	18402	0	23419	0	0	42300	0	0	0	4021	34246	0	22799	0	0	307191	179099	886926	16940	0	212024	0	0	0	0	0	34618	603815	0	593759	326842	0	0	7969	0	0	581528	0	44509	3091	578984	0	0	0	0	0	0	0	0	0	0	0	0	124795	0	240266	0	481731	1333	0	0	62800	0	0	0	0	0	0	0	0	0	0	46342	0	601238	606157	94848	0	79264	66393	77110	712192	129847	0	2240	0	691795	0	0	0	0	0	0	8807	0	0	0	0	715	0	1210	243014	718	1209	604	528	0	43584	0	0	0	0	0	0	0	42610	0	40393	0	0	37309	0	53700	107	0	0	97682	0	0	0
Lachnospiraceae_bacterium_COE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6324	0	118444	66076	131749	4813	4033	7928	43411	277139	19483	213243	0	126921	22981	6233	457324	296914	135274	10107	4686	0	311147	81421	82729	104261	91217	83863	118573	220988	13780	44796	4675	0	0	5789	0	14377	0	0	0	0	0	65635	0	5306	295	187493	14951	596787	248520	59041	35379	119689	281064	25377	98839	13275	9454	10817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	147626	1216	71005	40870	113090	34137	0	2950	72811	0	71766	15718	4314	7086	232574	70291	3631	5193	0	126038	117703	35993	76171	97784	39789	72220	23575	57990	0
Lachnospiraceae_bacterium_M18_1	0	0	872	5014	428	0	0	0	0	458	0	817	1870	867	0	3369	0	89	0	0	0	510	0	0	0	0	0	91	0	619	0	177	1784	1318	0	557	0	986	1461	4185	180	88	2095	0	0	364	264	1412	3502	2911	0	1862	0	0	0	0	2647	951	0	0	0	2064	5813	17032	0	23694	0	7444	0	13338	0	0	0	0	256	1945	0	3220	719	1148	0	966	909	2562	765	956	0	2264	2005	11570	0	1157	349	0	0	0	87	0	0	0	182	0	279	0	0	186	0	0	0	0	0	0	271	0	0	0	0	0	689	2006	0	0	174	21902	7016	712	1342	1542	692	1190	524	3126	632	0	0	9228	361	798	1834	1462	1133	1152	0	3832	451	6168
Oscillibacter_sp_1_3	80434	47069	27307	11606	98127	72827	38026	38026	69302	48084	48043	32850	56849	44987	15823	655738	35582	28452	37392	35640	26864	29308	139364	17567	25567	44297	17286	21496	12667	38914	28320	154267	126601	30023	3078	19793	18587	16417	54432	12625	236324	2842	136794	16005	8686	1347544	281722	417604	63306	9597	33362	562392	16038	83067	9331	92280	63068	367104	17051	14506	33260	13418	669386	63470	12257	304138	14930	20580	185916	25736	55926	21246	100348	24959	33569	52575	856814	108331	1378381	235164	159420	49617	590695	167119	32356	28122	27850	31975	53829	46119	946405	71945	57002	18951	33827	0	71141	34685	1154953	9891	726878	30391	559237	23822	25087	713836	27899	50202	113999	19178	59331	24055	292529	391821	33359	11323	16380	52479	310851	594843	74891	105505	167160	11429	49380	28444	20802	162470	120997	38521	27817	23246	67432	105718	261396	407498	109421	82838	473637	651485	418373	145900	65313	94922	219500	122652
Paeniclostridium_sordellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103420	0	0	0	0	1179835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2083	0	0	0	0	0	0	0	0	4879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraclostridium_bifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23789	0	0	0	0	39219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romboutsia_ilealis	0	0	4344	0	496	10653	0	0	8407	4915	5946	4275	13077	16658	2651	19414	7544	6641	18037	1557	8870	9829	4182	84372	195	5030	9844	8990	4664	25282	3261	11852	6569	11472	7352	1331	23271	0	15538	0	11625	174	8683	16052	6837	4919	4751	6094	11670	3183	3430	12719	1930	33037	16021	5056	2927	11561	10034	4251	0	0	5229	5467	9406	19216	1404	1024	12276	803	26870	132	290	0	5935	2072	3041	5755	10745	1093	0	15582	3627	460	7494	419	0	60490	11081	9320	16738	25992	12692	21560	0	64	10318	15578	4745	11923	1163	2527	4080	7541	13919	1751	618	6322	16335	17607	18077	14650	10929	14219	2826	7043	2144	12670	0	4974	323	1464	0	0	0	0	9210	1612	4821	1491	0	5437	10838	444	6320	9008	12969	3997	4416	6349	14477	23087	12085	22173	58155	35358
Acutalibacter_muris	251	211	0	0	49450	0	0	0	0	0	545	326	0	0	0	120	1142	0	0	0	0	302	42	207	216	0	486	1307	0	7766	0	67320	60229	102444	66573	0	121839	0	0	10493	185543	13781	0	31303	0	0	0	408385	0	39984	0	0	0	0	0	0	0	365816	0	28369	0	70843	47358	23858	23534	93987	0	10837	116946	13976	27327	0	0	265232	18192	163	0	20189	0	0	0	115766	0	84	45093	0	0	116830	17404	0	0	84371	108794	82110	0	0	0	0	0	0	0	10978	0	0	0	209375	0	0	0	0	0	0	211613	61294	0	57131	0	12805	0	0	192689	0	104479	8404	6594	0	0	39264	0	0	0	157	0	0	33856	1265	0	0	105294	122	83	0	0	708312	0	0
Anaerotruncus_colihominis	32223	6326	262	0	23464	13228	7118	7118	14348	1592	18633	31239	5379	21241	13081	28302	3241	51303	4008	778	0	34754	212	9235	5171	14698	6442	14246	3594	863	2386	0	0	0	2735	1739	7403	475	0	432	0	0	0	2265	454	5880	6361	5533	0	0	0	0	0	0	603	0	7163	212	0	0	0	765	544	3280	0	0	0	15186	2329	2430	0	0	0	1031	1020	0	0	4643	0	0	0	0	0	0	0	0	0	0	650	4906	0	0	4441	137	14586	12556	0	0	0	2119	0	0	0	0	0	0	3645	1679	0	0	0	0	13578	796	1270	563	1210	88	0	0	0	0	2758	0	0	0	0	0	0	5919	0	7679	4507	0	0	0	0	0	0	4583	4177	0	0	0	0	0
Anaerotruncus_sp_G3_2012	194698	172162	95585	71784	574633	122374	282975	282975	380374	143307	425061	317308	159916	821095	135160	399735	154397	745713	315192	345869	324366	777177	172586	218546	248640	459318	94317	163365	232834	16590	4983	376462	182261	118224	46984	90174	115049	281564	284307	45140	124406	20205	185149	76473	28141	130937	132215	175831	83504	20084	54428	140896	33419	103817	36275	56766	86815	140350	172050	11898	271308	27486	287739	652138	11137	251835	118172	377235	71599	284209	134773	28775	325841	308868	80348	87431	231849	587935	253743	156550	74363	47136	226631	106808	55548	245375	71321	35707	271021	77731	394664	168580	327413	298081	191522	70244	225766	251284	625639	96406	371872	36207	575096	74371	242952	318890	249858	144738	284960	118009	334584	142629	203566	152293	91915	122282	151034	141261	21319	16712	71944	47562	94746	29659	13170	47268	40835	86181	40519	85416	23899	124122	46804	13455	124865	53169	44237	24892	25381	159740	47896	17057	25983	25170	39909	19124
Flavonifractor_plautii	1976	2321	2103	16554	0	0	0	0	0	867	464	7302	0	5307	0	2146	1486	0	0	0	0	14385	0	0	0	2819	0	0	0	10492	80728	0	0	0	0	0	0	0	0	0	0	0	0	0	9942	0	0	0	509691	0	0	0	0	0	0	0	879	0	0	0	0	83265	0	0	0	0	0	0	0	0	0	0	924	4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94572	0	0	0	11434	0	484	0	55611	0	0	0	0	0	0	0	0	1359	0	0	8565	0	0	1152	3800	0	53	23488	0	9582	7101	16913	0	5014	9168	15216	14358	0	2354	0	0	1920	5708	2258	0	0	0	3056	0	0	0
Harryflintia_acetispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1779	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_methylpentosum	2398	8236	1818	615	1144	0	0	0	94	679	97	0	4804	0	4627	1487	1060	1048	4913	437	4087	3435	2500	1346	3251	1760	6104	2765	4914	0	49	0	0	0	0	1119	0	452	0	99	0	429	4974	0	0	2573	2487	355	1391	0	2973	2844	793	2182	5562	1449	0	1584	0	1653	0	2309	0	420	2379	195	1017	0	986	378	666	3137	48	2708	3604	799	1475	3644	2515	0	531	3025	488	520	2335	194	91	6917	7451	1266	2795	48	0	880	1066	0	276	567	524	2654	598	2140	1119	2391	2405	1783	6058	2134	312	519	624	2929	3964	4059	1815	3905	2774	5976	249	10695	0	8796	0	878	3072	1634	0	3079	0	0	849	0	399	1646	601	4750	2793	2489	0	456	688	2114	1449	0	1142	3860
Ruthenibacterium_lactatiformans	0	0	0	0	0	0	0	0	0	0	0	963	0	0	0	8387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6351	0	0	0	0	0	0	9399	0	0	0	0	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dubosiella_newyorkensis	765833	683650	2616132	94738	0	5790	1399368	1399368	7244	1966082	0	399983	0	157221	374215	228329	0	893273	0	571589	1767357	101468	1065148	450397	452516	829781	1560468	174590	950	104834	2659	80464	144948	152839	31513	41864	22404	84657	86175	363573	210259	189541	0	36518	19722	0	0	81236	103389	13006	33748	109451	546794	0	0	1516302	84208	124116	0	311106	53306	0	998644	827905	603654	3478790	137880	0	264562	722	3393	104395	365072	2917485	168698	175337	66298	71373	107556	753806	1246495	2303079	1645764	255896	972826	94082	236974	3080	74430	474163	697703	0	213118	1834581	81957	347087	472043	399953	641317	1730161	1610	127370	0	243839	37529	0	1691	1165638	154447	286527	64316	288683	638428	401921	936916	146363	0	720628	0	2740	3369187	0	430815	571204	63414	0	139409	0	0	253668	0	391194	0	0	0	188	25264	0	0	0	0	0	0	64924	0	0
Clostridium_cocleatum	16106	116939	4793	5594	5168	2729	115	115	3632	5172	3913	513	49147	1000	320315	8093	16106	15733	47347	10895	40392	42587	55986	25628	28753	22754	14826	11117	57913	47914	9914	13432	12678	18905	53811	80687	3321	14143	2053	50104	5993	21523	27542	5505	361	29272	61253	1725	107174	143730	16615	46700	43369	38972	59638	17102	15848	5344	32557	6196	475	491108	8010	5569	15650	21140	19642	128664	180329	77805	26057	43319	7791	47905	33682	1959	34115	29477	143886	5259	14240	87908	7398	40234	116984	4031	4101	309073	68348	653	54614	6469	12308	19732	8723	121012	4272	9875	11684	272579	14563	0	22618	8158	11229	5129	415776	28489	5527	41205	2609	12115	25581	33732	30588	18550	39007	29072	12212	17648	2677	6223	0	2483	50181	564	12708	1289	3341	7709	31702	163909	14693	43138	2184	98450	30742	117189	883	1261	1611	8675	20718	28351	816	62182
Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibaculum_rodentium	2798076	3828585	10814723	1692046	1864637	1325119	3416689	3416689	1538875	8835878	734457	4054863	1261934	2261789	1399167	1085446	1104687	13156334	1189251	759838	1836778	831603	1281907	2770494	686147	73471	12885149	926710	3606974	4946723	299399	459094	558607	1006515	2070593	4947319	1987156	4043486	264086	1488741	2694789	1634224	4361311	5001782	720129	798165	2076497	549870	1235262	1124852	726126	1451156	3581890	2480132	1337482	4434847	686924	1477738	375840	1593913	7127951	35932	388104	281443	3431585	1109521	1326786	3608	3044056	23103	2372836	6347758	632098	2291432	5589729	785428	2631754	1093320	4169589	866221	1544788	1265722	1261364	3390644	781753	816342	1214059	3277999	2580615	3536121	1665433	2236303	2314964	6991456	1752006	3083022	1093510	753452	549873	5040741	487392	322413	1175290	2731800	396327	1348895	936448	4420127	2000722	2629946	1346004	2420388	3874867	3651608	4087414	702528	1497381	1618899	897339	2490574	1806285	457459	127539	5702946	3316340	3933221	1733873	704030	2618244	552839	955607	885203	314463	1003744	394044	531395	37247	913586	210377	1583013	1984240	1069369	166256	76591	917871	621776
Ileibacterium_valens	2387	4776	12248	0	1592	2388	5571	5571	5053	14310	6368	4773	5802	795	8860	2386	795	3182	795	3183	795	1591	2387	19513	1591	4775	53064	104263	1591	0	0	23933	62462	33582	7958	6367	23266	8423	1592	13052	1592	3807	796	47763	0	5500	8308	2676	2388	0	0	1592	1653	0	0	2490	207188	861	0	0	3184	782	0	2305	0	782	0	795	795	5043	0	0	782	3911	795	1591	3184	795	796	3184	4776	2346	8323	795	782	0	829	0	829	4090	7957	0	795	6365	5571	4774	56399	37340	3183	3529	795	795	0	9903	1591	3183	782	4773	5572	3979	3184	2386	5571	3858	3183	796	3979	6829	796	796	3307	0	795	3183	34371	0	3183	11601	0	1659	1591	6944	1591	0	4645	1849	795	0	64027	2387	795	795	5053	1591	795	0
Firmicutes_bacterium_ASF500	3315	2279	2611	880	11254	4353	7805	7805	4487	5217	460389	6426	5567	4117	2320	6247	2228	3042	1978	3946	4388	4361	1735	2098	3409	8080	2130	3354	2491	5713	809	12771	8325	26326	3894	5021	35212	13993	614139	68959	72758	14754	4703	4869	236	8839	2978	5159	78716	12340	3397	6189	3079	1402	727	1408	165697	4016	6404	305	6825	2772	417951	98781	675	78241	293	73888	1740	159471	9969	2939	7858	1058	2595	13398	3887	11961	12880	6457	2867	5784	5421	3586	2486	8264	3681	3901	5903	1575	37050	6938	1927	9962	9580	0	519377	107285	60432	470	11381	1973	4861	137910	2488	371563	2984	2188	7418	1231	4195	3049	4152	302093	836	1881	1045	5794	1272	1731	4786	2110	2069	2078	696	5943	6346	37814	998	4871	27945	15570	4093	1313	406	8155	3676	1199	1369	8451	3286	1502	345	5621	38785	2515
Victivallis_vadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquamicrobium_aerolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262788	0	0	131607	47960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenalcaligenes_hominis	0	0	24269	26965	5906	0	0	0	0	33437	0	5985	0	73884	404	14542	0	0	0	0	0	0	1125	367796	0	6513	124577	65200	0	31925	1332	0	0	0	0	0	4854	0	0	46475	0	1618	0	1653	4885	0	0	1348	0	1198	0	0	4315	0	297	0	0	7870	0	1132	0	0	0	0	1710	0	0	0	0	0	0	2427	0	0	0	0	0	0	0	0	0	22113	0	1067	5665	0	0	18061	0	0	0	0	885	36970	0	0	0	0	0	1288	0	0	0	0	0	0	0	17190	0	0	0	23068	0	0	12458	0	159750	142395	0	0	21844	0	0	0	8630	0	13969	0	0	0	0	0	0	0	0	60439	0	0	59763	0	0	0	0	0	0	37486
Turicimonas_muris	3381189	5255221	2107222	920608	334157	453918	670334	670468	204654	1820568	536630	604299	1247466	40840	3412834	266352	1574182	1239696	1184104	249496	1375040	4995	350521	221326	3903075	1956856	2538190	358697	7340224	493494	56464	244706	351771	312471	348523	1045151	234793	1451583	577240	345276	1988894	700877	2705724	484604	424529	485626	1965475	444333	581958	438836	1101373	3052273	3427285	6605010	2161880	5332000	405791	377272	1409870	3265571	4907774	792916	1241247	746975	5039855	1773512	1830373	39111	1599646	85717	843812	1707860	506976	1115408	1689165	483631	4323137	296881	3653155	839128	2080182	1713078	1551595	1221217	744578	772412	2463376	1463218	551528	1352839	2367288	980055	883514	1000474	178993	4523871	112448	125791	315367	7706619	77514	148879	2153867	3290512	279189	103141	90483	5315797	735411	1881710	401644	1073687	3958382	8759682	5094189	779473	697656	1901712	3973865	2074587	659491	651122	2102563	1705153	386754	1953589	232382	57530	1542155	1680654	258378	598709	54921	735688	256144	793158	229167	2504516	91653	3592988	3153123	218056	310847	46466	2604022	2411405
