clade_name	WT_M_3_1	WT_M_3_2	WT_M_3_3	WT_M_3_4	WT_M_3_5	WT_M_1_1	WT_M_1_2	WT_M_1_3	WT_M_1_4	WT_F_3_1	WT_F_3_2	WT_F_3_3	WT_F_3_4	WT_F_3_5	WT_F_3_6	WT_F_1_1	WT_F_1_2	WT_F_1_3	WT_F_1_4	WT_F_1_5	WT_F_3_7	W_M_3_8	W_M_3_7	W_M_3_6	W_M_3_5	W_M_3_4	W_M_3_3	W_M_3_2	W_M_3_1	W_M_1_8	W_M_1_7	W_M_1_6	W_M_1_5	W_M_1_4	W_M_1_3	W_M_1_2	W_M_1_1	W_F_3_8	W_F_3_7	W_F_3_6	W_F_3_5	W_F_3_4	W_F_3_3	W_F_3_2	W_F_3_1	W_F_1_8	W_F_1_6	W_F_1_5	W_F_1_4	W_F_1_3	W_F_1_2	W_F_1_1	P_M_3_8	P_M_3_7	P_M_3_6	P_M_3_5	P_M_3_4	P_M_3_3	P_M_3_2	P_M_3_1	P_M_1_8	P_M_1_7	P_M_1_6	P_M_1_5	P_M_1_4	P_M_1_3	P_M_1_2	P_M_1_1	P_F_3_8	P_F_3_7	P_F_3_6	P_F_3_5	P_F_3_4	P_F_3_3	P_F_3_2	P_F_1_7	P_F_1_6	P_F_1_5	P_F_1_4	P_F_1_3	P_F_1_2	P_F_1_1	C_M_1_1	C_M_1_2	C_M_1_3	C_M_1_4	C_M_1_5	C_M_1_6	C_M_1_7	C_M_1_8	C_M_1_9	C_M_1_10	C_M_1_11	C_M_1_12	C_F_1_1	C_F_1_2	C_F_1_3	C_F_1_4	C_F_1_5	C_F_1_6	C_F_1_7	C_F_1_8	C_F_1_9	C_F_1_10	C_F_1_11	C_F_1_12	C_F_1_13	C_F_1_14	B_M_3_1	B_M_3_2	B_M_3_3	B_M_3_4	B_M_3_5	B_M_1_1	B_M_1_2	B_M_1_3	B_M_1_4	B_M_1_5	B_M_1_6	B_M_1_7	B_M_1_8	B_M_1_9	B_M_1_10	B_M_1_11	B_M_1_12	B_F_3_1	B_F_3_2	B_F_3_3	B_F_3_4	B_F_3_5	B_F_3_6	B_F_3_7	B_F_3_8	B_F_1_1	B_F_1_2	B_F_1_3	B_F_1_4	B_F_1_5	B_F_1_6	B_F_1_7	B_F_1_8	B_F_1_9	B_F_1_10	B_F_1_11	C_M_3_1	C_M_3_2	C_M_3_3	C_M_3_4	C_M_3_5	C_M_3_6	C_M_3_7	C_M_3_8	C_F_3_1	C_F_3_2	C_F_3_3	C_F_3_4	C_F_3_5	C_F_3_6	C_F_3_7	C_F_3_8
Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27086	15683	54760	28426	224163	378142	192775	22111	306	3309517	0	0	3524750	3974860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18785	0	0	0	0	0	0	430427	236203	286061	39831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6579	0	0
Turicimonas_muris	2107222	920608	1820568	604299	40840	57191	20358	19173	140	3412834	266352	1239696	4995	221326	2538190	80397	3690	0	1093	2427	358697	1628846	1924377	2983957	2175915	136857	4862398	3458884	3422952	4501562	2584985	1167379	4364958	7731652	1799934	3144254	904538	1544723	3049000	2740474	1745144	1561078	2362342	526401	4224573	3258982	478961	1729104	2292766	1117381	1402210	2615567	1851810	1757724	4540873	750319	1725897	2728915	609778	5717377	1873868	4034892	5281150	3003953	3003319	447598	993139	4095259	2658394	661665	2515420	4757028	1657087	4040018	6467007	3011127	884127	2113749	737518	1080667	2212641	4081955	5270251	3563884	6176258	3091320	1531940	15163935	16086489	3299490	12996384	6684165	4983844	9410783	3093740	7719591	2359799	3354841	8235518	2686383	1574579	1604541	1169383	3033468	5466094	6812782	7142764	2499443	35365	2311418	350602	5037733	691437	8606483	1367742	226012	66575	215760	2988190	177671	3934296	389241	5535309	133393	4775374	1063592	2872236	260313	10980125	1724617	1786850	2857823	180745	382612	3005395	460012	767863	202035	506821	515615	1704782	1373704	1181298	1904447	4986307	3438545	6094950	1262215	2269191	2328874	5370720	2299854	2603196	4587385	1710430	2887397	1799224	2342127	7143278	3831043
Desulfovibrionaceae_bacterium	1381	0	1281	695	11590	54401	121548	103726	60610	2231	7815	8495	0	0	0	106	0	103	54	0	0	6310	9362	0	186055	16415	110550	36665	311	0	119914	575	0	28891	27203	5250	170005	50558	64670	42803	44700	0	262	14655	33097	5949	180	569	47353	8810	11549	14789	2289	263	30015	265	430	107	908	53	891	0	0	0	155	0	3954	41336	2136	948	422	0	0	0	6108	106	732	0	0	106	0	481	190210	271640	14266	106	209899	440110	11366	37516	31993	122467	83391	293029	100918	63204	58016	54889	33170	16493	425597	10723	204504	0	3539	0	88821	0	8177	206042	5817	27551	61621	6861	0	48573	209	319	16084	1689	107955	787	287584	0	15396	1401	44898	26110	114791	203579	4024	17695	25753	31399	521539	242104	0	75370	522	737	18687	0	12748	0	74079	87004	6304	197000	27819	50127	355835	153447	171107	71409	60449	40060	407762	96322	68296	83455
Helicobacter_hepaticus	79	0	0	0	78	245	0	0	0	73	0	0	0	0	0	0	0	0	708	0	0	0	76	150	76	0	0	0	0	546	236	376	75	0	0	220	387	0	240	75	158	0	370	0	0	0	0	0	0	0	0	0	157	0	77	480	159	0	0	75	0	73	0	150	0	150	2260	585	0	0	225	0	0	0	0	0	363	1258	226	77	75	0	0	0	0	0	226	0	73	0	0	0	224	0	0	0	149	0	0	0	0	0	0	365	0	0	217	0	0	0	0	0	0	0	0	1179	0	0	0	0	0	0	0	301	150	0	0	0	0	0	75	150	0	550	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	979	0	0	0	0	0	77	0	0	0
Helicobacter_japonicus	1224240	238591	1187825	733806	2565348	101239	66956	50131	0	5626569	0	3384214	1255356	3206	82	0	0	13362	375844	1484	6631	65342	17037	219939	126221	7587	34903	58449	17653	1350713	117989	482702	81790	92016	70930	247003	157532	64483	566544	186910	281975	0	150591	0	609343	3334	86963	4327	0	15903	28736	0	98715	16910	52919	1294330	172696	381762	377018	220551	57054	171422	47570	179269	35962	60147	1800177	410292	21806	44645	139912	50300	54040	91153	53997	1202708	209248	441389	203570	118525	113743	66918	50451	51528	109090	78100	260593	661475	164461	461223	162603	98770	616882	65708	56867	1217	187454	2921	54192	90980	67261	61436	84595	217316	0	184551	253908	80148	78272	159585	85861	27779	32367	35068	17720	818583	50067	38030	113378	89436	35491	17389	79842	701171	155018	12030	44696	95736	70952	933379	75077	616855	72821	172845	68666	45303	71674	40702	15766	214921	70847	31129	7051	16834	40202	8857	2839	106831	10938	20907	1991015	250073	4272	19239	95201	17747	133105	86663	1643	42072
Enterobacter_cloacae_complex	0	2049	4430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli	0	6323	6882	0	0	0	0	0	0	153439	5263	0	23514	2150	0	0	0	0	0	0	5300	276890	0	4103	4253	21009	0	0	0	0	0	0	0	21085	0	0	0	0	0	1856	4152	354	0	34762	26018	0	0	0	0	0	0	0	0	0	0	1823	0	0	0	233124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2504	0	0	0	0	10648	739	0	12487	0	0	8445	380	163168	1719	0	2818575	0	28712	0	0	0	0	0	1975298	0	0	0	8990	0	0	0	0	0	0	0	0	0	0	0	3903	0	0	1102	38212	0	5663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109978	353	87880	0	0	0	9538	7834	42671	1430	10682	0	0	221335
Klebsiella_michiganensis	0	0	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38218	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4623	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_variicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11979	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus_hauseri	0	0	0	0	0	0	1125	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11643	0	842	326	0	5127	0	0	0	0	0	0	0	0	0	0	3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3923	858	0	0	0	0
Proteus_penneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2268	0	0	0	0	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteus_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rodentibacter_heylii	0	0	0	0	0	0	0	0	0	0	0	0	0	36345	0	460	1335	0	0	0	0	1279	158637	1363	0	0	246	5206	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612	0	0	0	0	0	0	0	0	0	0	0	0	4848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	2534	0	0	0	0	0	0	0	0	0	0	2095	0	0	0	0	0	0	0	0	1676	0	0	0	0
Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter_pasteurii	20308	7771	19645	2050	21489	24245	31793	26112	24203	242	22964	0	0	236209	161798	0	1061	0	377	1336	34948	0	0	0	0	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	1073	0	0	0	0	0	0	0	625	0	0	505	0	2061	1190	0	1480	2784	1108	1710	0	0	0	0	0	0	2443	0	0	0	0	0	0	0	0	2024	0	0	0	0	0	4645	64	4040	4561	0	2887	14854	4113	0	2287	0	1073	0	1065	0	637	415	0	0	0	0	0	0	1639	10752	793	0	1620	1976	0	0	0	1939	128	563	0	0	0	0	0	0	364	0	0	0	1521	0	0	803	0	0	4243	0	0	2656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter_piechaudii	0	0	0	0	0	0	216	0	0	0	0	0	0	2780	1964	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas_sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	532	0	0	9491	6314	0	0	0	0	459	0	0	1389	722	143	0	0	0	0	0	277	2223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3351	0	0	0	0	0	0	2166	0	683	0	0	0	1291	3893	0	7488	154	0	581	0	786	0	0	0	0	0	0	150	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria_bacterium_CAG_139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3399	2009	7016	4240	31149	51197	29142	2561	0	446236	0	0	515506	587952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	58927	33173	35690	4060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	0	0
Fretibacterium_fastidiosum	0	0	0	472	185	0	0	157	161	0	299	0	483	0	268	0	0	322	749	0	153	0	0	0	0	307	0	0	0	0	0	315	0	0	149	0	0	0	0	0	157	0	0	154	0	0	0	0	449	0	0	0	322	0	0	0	0	157	157	0	149	0	0	0	0	0	149	0	0	340	0	0	0	0	0	0	161	0	157	157	0	154	0	161	0	0	0	0	0	299	0	0	161	0	0	0	149	0	0	0	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	157	0	0	0	157	0	0	0	472	0	0	0	315	749	0	157	161	0	161	0	0	0	0	0	0	0	0	0	0	157	299	0	0	599	449	0	473	0	140
Akkermansia_muciniphila	1427	32058732	19463	6877	1920	135988	100969	81238	7397	5722492	1069626	869	69635	19438	33	720145	139828	135645	2224591	1300261	85531	81590	14770	13299	203518	33745	95	0	293485	4931706	3787318	2673479	11010687	8572772	3358542	21972	11854	457508	50324	616462	61315	211821	138265	72960	717994	5848482	6328434	6502331	5062091	6930191	7100339	11179659	2184988	2747722	8705204	729840	3620720	184525	150744	6091803	1541831	7212001	3378447	3614654	5189192	1645567	1945843	2340376	17631	6261502	5177725	14934	332528	323623	8636	4701026	5577977	1061262	13049667	5754821	14011944	7422850	5458420	5269758	1874759	3757224	2000067	173782	4548216	5154714	6387788	713223	404720	9146895	9515909	14579088	7949837	10523733	11984671	7991957	5795728	4857265	1224749	4995827	5833046	10326312	12252254	2720082	665662	8583207	248936	8295307	10116519	7305890	10888443	1986508	10775032	5764597	2794840	5511077	4609109	5445039	22911064	4711978	3583996	1925584	467661	95570	14901	41898	1522741	176281	760592	20026	8898617	9670619	10828316	252504	10457910	4281259	8650	5336253	23579	7527469	111588	26412	1592975	12657805	11028244	20986080	10847096	10509334	31803376	3112279	805	3508846	8002389	102667	747	97
